# This pad file is for the HPK PSs sensor for the 6inch runs, contact in the middle

Campaign: Hamamatsu 6inch 2S					
Creator: Dominic Bloech 03.12.2018
				
reference pad: 1			
reference pad: 959					
reference pad: 962

second_side_start: 961

strip	x	y	z
1311	23172	-60900	0
1312	23172	-60800	0
1313	23172	-60700	0
1314	23172	-60600	0
1315	23172	-60500	0
1316	23172	-60400	0
1317	23172	-60300	0
1318	23172	-60200	0
1319	23172	-60100	0
1320	23172	-60000	0
1321	23172	-59900	0
1322	23172	-59800	0
1323	23172	-59700	0
1324	23172	-59600	0
1325	23172	-59500	0
1326	23172	-59400	0
1327	23172	-59300	0
1328	23172	-59200	0
1329	23172	-59100	0
1330	23172	-59000	0
1331	23172	-58900	0
1332	23172	-58800	0
1333	23172	-58700	0
1334	23172	-58600	0
1335	23172	-58500	0
1336	23172	-58400	0
1337	23172	-58300	0
1338	23172	-58200	0
1339	23172	-58100	0
1340	23172	-58000	0
1341	23172	-57900	0
1342	23172	-57800	0
1343	23172	-57700	0
1344	23172	-57600	0
1345	23172	-57500	0
1346	23172	-57400	0
1347	23172	-57300	0
1348	23172	-57200	0
1349	23172	-57100	0
1350	23172	-57000	0
1351	23172	-56900	0
1352	23172	-56800	0
1353	23172	-56700	0
1354	23172	-56600	0
1355	23172	-56500	0
1356	23172	-56400	0
1357	23172	-56300	0
1358	23172	-56200	0
1359	23172	-56100	0
1360	23172	-56000	0
1361	23172	-55900	0
1362	23172	-55800	0
1363	23172	-55700	0
1364	23172	-55600	0
1365	23172	-55500	0
1366	23172	-55400	0
1367	23172	-55300	0
1368	23172	-55200	0
1369	23172	-55100	0
1370	23172	-55000	0
1371	23172	-54900	0
1372	23172	-54800	0
1373	23172	-54700	0
1374	23172	-54600	0
1375	23172	-54500	0
1376	23172	-54400	0
1377	23172	-54300	0
1378	23172	-54200	0
1379	23172	-54100	0
1380	23172	-54000	0
1381	23172	-53900	0
1382	23172	-53800	0
1383	23172	-53700	0
1384	23172	-53600	0
1385	23172	-53500	0
1386	23172	-53400	0
1387	23172	-53300	0
1388	23172	-53200	0
1389	23172	-53100	0
1390	23172	-53000	0
1391	23172	-52900	0
1392	23172	-52800	0
1393	23172	-52700	0
1394	23172	-52600	0
1395	23172	-52500	0
1396	23172	-52400	0
1397	23172	-52300	0
1398	23172	-52200	0
1399	23172	-52100	0
1400	23172	-52000	0
1401	23172	-51900	0
1402	23172	-51800	0
1403	23172	-51700	0
1404	23172	-51600	0
1405	23172	-51500	0
1406	23172	-51400	0
1407	23172	-51300	0
1408	23172	-51200	0
1409	23172	-51100	0
1410	23172	-51000	0
1411	23172	-50900	0
1412	23172	-50800	0
1413	23172	-50700	0
1414	23172	-50600	0
1415	23172	-50500	0
1416	23172	-50400	0
1417	23172	-50300	0
1418	23172	-50200	0
1419	23172	-50100	0
1420	23172	-50000	0
1421	23172	-49900	0
1422	23172	-49800	0
1423	23172	-49700	0
1424	23172	-49600	0
1425	23172	-49500	0
1426	23172	-49400	0
1427	23172	-49300	0
1428	23172	-49200	0
1429	23172	-49100	0
1430	23172	-49000	0
1431	23172	-48900	0
1432	23172	-48800	0
1433	23172	-48700	0
1434	23172	-48600	0
1435	23172	-48500	0
1436	23172	-48400	0
1437	23172	-48300	0
1438	23172	-48200	0
1439	23172	-48100	0
1440	23172	-48000	0
1441	23172	-47900	0
1442	23172	-47800	0
1443	23172	-47700	0
1444	23172	-47600	0
1445	23172	-47500	0
1446	23172	-47400	0
1447	23172	-47300	0
1448	23172	-47200	0
1449	23172	-47100	0
1450	23172	-47000	0
1451	23172	-46900	0
1452	23172	-46800	0
1453	23172	-46700	0
1454	23172	-46600	0
1455	23172	-46500	0
1456	23172	-46400	0
1457	23172	-46300	0
1458	23172	-46200	0
1459	23172	-46100	0
1460	23172	-46000	0
1461	23172	-45900	0
1462	23172	-45800	0
1463	23172	-45700	0
1464	23172	-45600	0
1465	23172	-45500	0
1466	23172	-45400	0
1467	23172	-45300	0
1468	23172	-45200	0
1469	23172	-45100	0
1470	23172	-45000	0
1471	23172	-44900	0
1472	23172	-44800	0
1473	23172	-44700	0
1474	23172	-44600	0
1475	23172	-44500	0
1476	23172	-44400	0
1477	23172	-44300	0
1478	23172	-44200	0
1479	23172	-44100	0
1480	23172	-44000	0
1481	23172	-43900	0
1482	23172	-43800	0
1483	23172	-43700	0
1484	23172	-43600	0
1485	23172	-43500	0
1486	23172	-43400	0
1487	23172	-43300	0
1488	23172	-43200	0
1489	23172	-43100	0
1490	23172	-43000	0
1491	23172	-42900	0
1492	23172	-42800	0
1493	23172	-42700	0
1494	23172	-42600	0
1495	23172	-42500	0
1496	23172	-42400	0
1497	23172	-42300	0
1498	23172	-42200	0
1499	23172	-42100	0
1500	23172	-42000	0
1501	23172	-41900	0
1502	23172	-41800	0
1503	23172	-41700	0
1504	23172	-41600	0
1505	23172	-41500	0
1506	23172	-41400	0
1507	23172	-41300	0
1508	23172	-41200	0
1509	23172	-41100	0
1510	23172	-41000	0
1511	23172	-40900	0
1512	23172	-40800	0
1513	23172	-40700	0
1514	23172	-40600	0
1515	23172	-40500	0
1516	23172	-40400	0
1517	23172	-40300	0
1518	23172	-40200	0
1519	23172	-40100	0
1520	23172	-40000	0
1521	23172	-39900	0
1522	23172	-39800	0
1523	23172	-39700	0
1524	23172	-39600	0
1525	23172	-39500	0
1526	23172	-39400	0
1527	23172	-39300	0
1528	23172	-39200	0
1529	23172	-39100	0
1530	23172	-39000	0
1531	23172	-38900	0
1532	23172	-38800	0
1533	23172	-38700	0
1534	23172	-38600	0
1535	23172	-38500	0
1536	23172	-38400	0
1537	23172	-38300	0
1538	23172	-38200	0
1539	23172	-38100	0
1540	23172	-38000	0
1541	23172	-37900	0
1542	23172	-37800	0
1543	23172	-37700	0
1544	23172	-37600	0
1545	23172	-37500	0
1546	23172	-37400	0
1547	23172	-37300	0
1548	23172	-37200	0
1549	23172	-37100	0
1550	23172	-37000	0
1551	23172	-36900	0
1552	23172	-36800	0
1553	23172	-36700	0
1554	23172	-36600	0
1555	23172	-36500	0
1556	23172	-36400	0
1557	23172	-36300	0
1558	23172	-36200	0
1559	23172	-36100	0
1560	23172	-36000	0
1561	23172	-35900	0
1562	23172	-35800	0
1563	23172	-35700	0
1564	23172	-35600	0
1565	23172	-35500	0
1566	23172	-35400	0
1567	23172	-35300	0
1568	23172	-35200	0
1569	23172	-35100	0
1570	23172	-35000	0
1571	23172	-34900	0
1572	23172	-34800	0
1573	23172	-34700	0
1574	23172	-34600	0
1575	23172	-34500	0
1576	23172	-34400	0
1577	23172	-34300	0
1578	23172	-34200	0
1579	23172	-34100	0
1580	23172	-34000	0
1581	23172	-33900	0
1582	23172	-33800	0
1583	23172	-33700	0
1584	23172	-33600	0
1585	23172	-33500	0
1586	23172	-33400	0
1587	23172	-33300	0
1588	23172	-33200	0
1589	23172	-33100	0
1590	23172	-33000	0
1591	23172	-32900	0
1592	23172	-32800	0
1593	23172	-32700	0
1594	23172	-32600	0
1595	23172	-32500	0
1596	23172	-32400	0
1597	23172	-32300	0
1598	23172	-32200	0
1599	23172	-32100	0
1600	23172	-32000	0
1601	23172	-31900	0
1602	23172	-31800	0
1603	23172	-31700	0
1604	23172	-31600	0
1605	23172	-31500	0
1606	23172	-31400	0
1607	23172	-31300	0
1608	23172	-31200	0
1609	23172	-31100	0
1610	23172	-31000	0
1611	23172	-30900	0
1612	23172	-30800	0
1613	23172	-30700	0
1614	23172	-30600	0
1615	23172	-30500	0
1616	23172	-30400	0
1617	23172	-30300	0
1618	23172	-30200	0
1619	23172	-30100	0
1620	23172	-30000	0
1621	23172	-29900	0
1622	23172	-29800	0
1623	23172	-29700	0
1624	23172	-29600	0
1625	23172	-29500	0
1626	23172	-29400	0
1627	23172	-29300	0
1628	23172	-29200	0
1629	23172	-29100	0
1630	23172	-29000	0
1631	23172	-28900	0
1632	23172	-28800	0
1633	23172	-28700	0
1634	23172	-28600	0
1635	23172	-28500	0
1636	23172	-28400	0
1637	23172	-28300	0
1638	23172	-28200	0
1639	23172	-28100	0
1640	23172	-28000	0
1641	23172	-27900	0
1642	23172	-27800	0
1643	23172	-27700	0
1644	23172	-27600	0
1645	23172	-27500	0
1646	23172	-27400	0
1647	23172	-27300	0
1648	23172	-27200	0
1649	23172	-27100	0
1650	23172	-27000	0
1651	23172	-26900	0
1652	23172	-26800	0
1653	23172	-26700	0
1654	23172	-26600	0
1655	23172	-26500	0
1656	23172	-26400	0
1657	23172	-26300	0
1658	23172	-26200	0
1659	23172	-26100	0
1660	23172	-26000	0
1661	23172	-25900	0
1662	23172	-25800	0
1663	23172	-25700	0
1664	23172	-25600	0
1665	23172	-25500	0
1666	23172	-25400	0
1667	23172	-25300	0
1668	23172	-25200	0
1669	23172	-25100	0
1670	23172	-25000	0
1671	23172	-24900	0
1672	23172	-24800	0
1673	23172	-24700	0
1674	23172	-24600	0
1675	23172	-24500	0
1676	23172	-24400	0
1677	23172	-24300	0
1678	23172	-24200	0
1679	23172	-24100	0
1680	23172	-24000	0
1681	23172	-23900	0
1682	23172	-23800	0
1683	23172	-23700	0
1684	23172	-23600	0
1685	23172	-23500	0
1686	23172	-23400	0
1687	23172	-23300	0
1688	23172	-23200	0
1689	23172	-23100	0
1690	23172	-23000	0
1691	23172	-22900	0
1692	23172	-22800	0
1693	23172	-22700	0
1694	23172	-22600	0
1695	23172	-22500	0
1696	23172	-22400	0
1697	23172	-22300	0
1698	23172	-22200	0
1699	23172	-22100	0
1700	23172	-22000	0
1701	23172	-21900	0
1702	23172	-21800	0
1703	23172	-21700	0
1704	23172	-21600	0
1705	23172	-21500	0
1706	23172	-21400	0
1707	23172	-21300	0
1708	23172	-21200	0
1709	23172	-21100	0
1710	23172	-21000	0
1711	23172	-20900	0
1712	23172	-20800	0
1713	23172	-20700	0
1714	23172	-20600	0
1715	23172	-20500	0
1716	23172	-20400	0
1717	23172	-20300	0
1718	23172	-20200	0
1719	23172	-20100	0
1720	23172	-20000	0
1721	23172	-19900	0
1722	23172	-19800	0
1723	23172	-19700	0
1724	23172	-19600	0
1725	23172	-19500	0
1726	23172	-19400	0
1727	23172	-19300	0
1728	23172	-19200	0
1729	23172	-19100	0
1730	23172	-19000	0
1731	23172	-18900	0
1732	23172	-18800	0
1733	23172	-18700	0
1734	23172	-18600	0
1735	23172	-18500	0
1736	23172	-18400	0
1737	23172	-18300	0
1738	23172	-18200	0
1739	23172	-18100	0
1740	23172	-18000	0
1741	23172	-17900	0
1742	23172	-17800	0
1743	23172	-17700	0
1744	23172	-17600	0
1745	23172	-17500	0
1746	23172	-17400	0
1747	23172	-17300	0
1748	23172	-17200	0
1749	23172	-17100	0
1750	23172	-17000	0
1751	23172	-16900	0
1752	23172	-16800	0
1753	23172	-16700	0
1754	23172	-16600	0
1755	23172	-16500	0
1756	23172	-16400	0
1757	23172	-16300	0
1758	23172	-16200	0
1759	23172	-16100	0
1760	23172	-16000	0
1761	23172	-15900	0
1762	23172	-15800	0
1763	23172	-15700	0
1764	23172	-15600	0
1765	23172	-15500	0
1766	23172	-15400	0
1767	23172	-15300	0
1768	23172	-15200	0
1769	23172	-15100	0
1770	23172	-15000	0
1771	23172	-14900	0
1772	23172	-14800	0
1773	23172	-14700	0
1774	23172	-14600	0
1775	23172	-14500	0
1776	23172	-14400	0
1777	23172	-14300	0
1778	23172	-14200	0
1779	23172	-14100	0
1780	23172	-14000	0
1781	23172	-13900	0
1782	23172	-13800	0
1783	23172	-13700	0
1784	23172	-13600	0
1785	23172	-13500	0
1786	23172	-13400	0
1787	23172	-13300	0
1788	23172	-13200	0
1789	23172	-13100	0
1790	23172	-13000	0
1791	23172	-12900	0
1792	23172	-12800	0
1793	23172	-12700	0
1794	23172	-12600	0
1795	23172	-12500	0
1796	23172	-12400	0
1797	23172	-12300	0
1798	23172	-12200	0
1799	23172	-12100	0
1800	23172	-12000	0
1801	23172	-11900	0
1802	23172	-11800	0
1803	23172	-11700	0
1804	23172	-11600	0
1805	23172	-11500	0
1806	23172	-11400	0
1807	23172	-11300	0
1808	23172	-11200	0
1809	23172	-11100	0
1810	23172	-11000	0
1811	23172	-10900	0
1812	23172	-10800	0
1813	23172	-10700	0
1814	23172	-10600	0
1815	23172	-10500	0
1816	23172	-10400	0
1817	23172	-10300	0
1818	23172	-10200	0
1819	23172	-10100	0
1820	23172	-10000	0
1821	23172	-9900	0
1822	23172	-9800	0
1823	23172	-9700	0
1824	23172	-9600	0
1825	23172	-9500	0
1826	23172	-9400	0
1827	23172	-9300	0
1828	23172	-9200	0
1829	23172	-9100	0
1830	23172	-9000	0
1831	23172	-8900	0
1832	23172	-8800	0
1833	23172	-8700	0
1834	23172	-8600	0
1835	23172	-8500	0
1836	23172	-8400	0
1837	23172	-8300	0
1838	23172	-8200	0
1839	23172	-8100	0
1840	23172	-8000	0
1841	23172	-7900	0
1842	23172	-7800	0
1843	23172	-7700	0
1844	23172	-7600	0
1845	23172	-7500	0
1846	23172	-7400	0
1847	23172	-7300	0
1848	23172	-7200	0
1849	23172	-7100	0
1850	23172	-7000	0
1851	23172	-6900	0
1852	23172	-6800	0
1853	23172	-6700	0
1854	23172	-6600	0
1855	23172	-6500	0
1856	23172	-6400	0
1857	23172	-6300	0
1858	23172	-6200	0
1859	23172	-6100	0
1860	23172	-6000	0
1861	23172	-5900	0
1862	23172	-5800	0
1863	23172	-5700	0
1864	23172	-5600	0
1865	23172	-5500	0
1866	23172	-5400	0
1867	23172	-5300	0
1868	23172	-5200	0
1869	23172	-5100	0
1870	23172	-5000	0
1871	23172	-4900	0
1872	23172	-4800	0
1873	23172	-4700	0
1874	23172	-4600	0
1875	23172	-4500	0
1876	23172	-4400	0
1877	23172	-4300	0
1878	23172	-4200	0
1879	23172	-4100	0
1880	23172	-4000	0
1881	23172	-3900	0
1882	23172	-3800	0
1883	23172	-3700	0
1884	23172	-3600	0
1885	23172	-3500	0
1886	23172	-3400	0
1887	23172	-3300	0
1888	23172	-3200	0
1889	23172	-3100	0
1890	23172	-3000	0
1891	23172	-2900	0
1892	23172	-2800	0
1893	23172	-2700	0
1894	23172	-2600	0
1895	23172	-2500	0
1896	23172	-2400	0
1897	23172	-2300	0
1898	23172	-2200	0
1899	23172	-2100	0
1900	23172	-2000	0
1901	23172	-1900	0
1902	23172	-1800	0
1903	23172	-1700	0
1904	23172	-1600	0
1905	23172	-1500	0
1906	23172	-1400	0
1907	23172	-1300	0
1908	23172	-1200	0
1909	23172	-1100	0
1910	23172	-1000	0
1911	23172	-900	0
1912	23172	-800	0
1913	23172	-700	0
1914	23172	-600	0
1915	23172	-500	0
1916	23172	-400	0
1917	23172	-300	0
1918	23172	-200	0
1919	23172	-100	0
1920	23172	0	0
